product_title,product_handle,variant,sku,price,product_total_units,variants_total,variants_at_zero,pct_variants_dead,admin_url
"Shadow T-Shirt","shadow-t-shirt","MINK / L","C11121426B403",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","WHITE / S","C111214261101",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","WHITE / M","C111214261102",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","WHITE / L","C111214261103",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","BLACK / S","C111214260701",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","BLACK / M","C111214260702",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","BLACK / L","C111214260703",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","BLACK / XL","C111214260704",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Shadow T-Shirt","shadow-t-shirt","BLACK / XXL","C111214260705",41.00,22,15,11,73,"https://admin.shopify.com/store/30e7d3/products?query=shadow-t-shirt"
"Felix Jeans","felix-jeans","BLUE / 30","11240690230",104.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=felix-jeans"
"Felix Jeans","felix-jeans","BLUE / 31","11240690231",104.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=felix-jeans"
"Felix Jeans","felix-jeans","BLUE / 32","11240690232",104.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=felix-jeans"
"Felix Jeans","felix-jeans","BLUE / 34","11240690234",104.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=felix-jeans"
"Felix Jeans","felix-jeans","BLUE / 36","11240690236",104.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=felix-jeans"
"Gleann","gleann","BLACK / 30","11240700730",99.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=gleann"
"Gleann","gleann","BLACK / 31","11240700731",99.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=gleann"
"Gleann","gleann","BLACK / 32","11240700732",99.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=gleann"
"Gleann","gleann","BLACK / 34","11240700734",99.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=gleann"
"Gleann","gleann","BLACK / 36","11240700736",99.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=gleann"
"Hank Denim Shorts","hank-denim-shorts","BLACK / 29","C111113570729",58.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=hank-denim-shorts"
"Hank Denim Shorts","hank-denim-shorts","BLACK / 32","C111113570732",58.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=hank-denim-shorts"
"Hank Denim Shorts","hank-denim-shorts","BLACK / 33","C111113570733",58.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=hank-denim-shorts"
"Hank Denim Shorts","hank-denim-shorts","BLACK / 34","C111113570734",58.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=hank-denim-shorts"
"Hank Denim Shorts","hank-denim-shorts","BLACK / 36","C111113570736",58.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=hank-denim-shorts"
"Jogger Jeans","jogger-jeans","BLUE WASHED / 29","C11111022C229",95.00,4,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jogger-jeans"
"Jogger Jeans","jogger-jeans","BLUE WASHED / 32","C11111022C232",95.00,4,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jogger-jeans"
"Jogger Jeans","jogger-jeans","BLUE WASHED / 33","C11111022C233",95.00,4,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jogger-jeans"
"Jogger Jeans","jogger-jeans","BLUE WASHED / 34","C11111022C234",95.00,4,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jogger-jeans"
"Jogger Jeans","jogger-jeans","BLUE WASHED / 36","C11111022C236",95.00,4,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jogger-jeans"
"Juan Jeans","juan-jeans","WHITE / 30","12220631130",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=juan-jeans"
"Juan Jeans","juan-jeans","WHITE / 31","12220631131",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=juan-jeans"
"Juan Jeans","juan-jeans","WHITE / 33","12220631133",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=juan-jeans"
"Juan Jeans","juan-jeans","WHITE / 34","12220631134",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=juan-jeans"
"Juan Jeans","juan-jeans","WHITE / 36","12220631136",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=juan-jeans"
"Jude Denim Shorts","jude-denim-shorts","WHITE / 29","C111113501129",63.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jude-denim-shorts"
"Jude Denim Shorts","jude-denim-shorts","WHITE / 31","C111113501131",63.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jude-denim-shorts"
"Jude Denim Shorts","jude-denim-shorts","WHITE / 32","C111113501132",63.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jude-denim-shorts"
"Jude Denim Shorts","jude-denim-shorts","WHITE / 33","C111113501133",63.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jude-denim-shorts"
"Jude Denim Shorts","jude-denim-shorts","WHITE / 34","C111113501134",63.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=jude-denim-shorts"
"Julian Jeans","julian-jeans","BLUE WASHED / 29","C11111024C229",109.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=julian-jeans"
"Julian Jeans","julian-jeans","BLUE WASHED / 30","C11111024C230",109.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=julian-jeans"
"Julian Jeans","julian-jeans","BLUE WASHED / 33","C11111024C233",109.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=julian-jeans"
"Julian Jeans","julian-jeans","BLUE WASHED / 34","C11111024C234",109.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=julian-jeans"
"Julian Jeans","julian-jeans","BLUE WASHED / 36","C11111024C236",109.00,2,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=julian-jeans"
"Kaleb Jeans","kaleb-jeans","BLACK / 30","12220720730",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=kaleb-jeans"
"Kaleb Jeans","kaleb-jeans","BLACK / 33","12220720733",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=kaleb-jeans"
"Kaleb Jeans","kaleb-jeans","BLACK / 34","12220720734",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=kaleb-jeans"
"Kaleb Jeans","kaleb-jeans","BLACK / 36","12220720736",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=kaleb-jeans"
"Kaleb Jeans","kaleb-jeans","BLACK / 38","12220720738",98.00,8,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=kaleb-jeans"
"Leon Jeans","leon-jeans","LIGHT BLUE / 30","12220650930",98.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=leon-jeans"
"Leon Jeans","leon-jeans","LIGHT BLUE / 32","12220650932",98.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=leon-jeans"
"Leon Jeans","leon-jeans","LIGHT BLUE / 34","12220650934",98.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=leon-jeans"
"Leon Jeans","leon-jeans","LIGHT BLUE / 36","12220650936",98.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=leon-jeans"
"Leon Jeans","leon-jeans","LIGHT BLUE / 38","12220650938",98.00,3,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=leon-jeans"
"Rye Jeans","rye-jeans","BLACK / 30","11230060730",107.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=rye-jeans"
"Rye Jeans","rye-jeans","BLACK / 33","11230060733",107.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=rye-jeans"
"Rye Jeans","rye-jeans","BLACK / 34","11230060734",107.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=rye-jeans"
"Rye Jeans","rye-jeans","BLACK / 36","11230060736",107.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=rye-jeans"
"Rye Jeans","rye-jeans","BLACK / 38","11230060738",107.00,12,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=rye-jeans"
"Trent Denim Shorts","trent-denim-shorts","GREY WASHED / 29","C11111346C429",58.00,13,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=trent-denim-shorts"
"Trent Denim Shorts","trent-denim-shorts","GREY WASHED / 31","C11111346C431",58.00,13,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=trent-denim-shorts"
"Trent Denim Shorts","trent-denim-shorts","GREY WASHED / 33","C11111346C433",58.00,13,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=trent-denim-shorts"
"Trent Denim Shorts","trent-denim-shorts","GREY WASHED / 34","C11111346C434",58.00,13,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=trent-denim-shorts"
"Trent Denim Shorts","trent-denim-shorts","GREY WASHED / 36","C11111346C436",58.00,13,7,5,71,"https://admin.shopify.com/store/30e7d3/products?query=trent-denim-shorts"
"Teddyator T-Shirt","teddyator-t-shirt","WHITE / S","C111214381101",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","WHITE / M","C111214381102",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","BLACK / S","C111214380701",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","BLACK / M","C111214380702",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","BLACK / L","C111214380703",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","BLACK / XL","C111214380704",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Teddyator T-Shirt","teddyator-t-shirt","BLACK / XXL","C111214380705",41.00,14,10,7,70,"https://admin.shopify.com/store/30e7d3/products?query=teddyator-t-shirt"
"Nash Swimsuit","nash-swimsuit","LILAC / S","C11171933B301",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LILAC / M","C11171933B302",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LILAC / L","C11171933B303",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LILAC / XL","C11171933B304",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","YELLOW / M","C111719331002",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LIGHT BLUE / S","C111719330901",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LIGHT BLUE / M","C111719330902",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LIGHT BLUE / L","C111719330903",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LIGHT BLUE / XL","C111719330904",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Nash Swimsuit","nash-swimsuit","LIGHT BLUE / XXL","C111719330905",39.00,29,15,10,67,"https://admin.shopify.com/store/30e7d3/products?query=nash-swimsuit"
"Logo Sneakers","logo-sneakers","BLACK / 40","C216316270740",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","BLACK / 42","C216316270742",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","BLACK / 44","C216316270744",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","WHITE / 40","C216316271140",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","WHITE / 41","C216316271141",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","WHITE / 42","C216316271142",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","WHITE / 43","C216316271143",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Logo Sneakers","logo-sneakers","WHITE / 44","C216316271144",57.00,7,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=logo-sneakers"
"Texture Top","texture-top","BEIGE / S","112321035S",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","GREY / S","112321004S",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","GREY / XL","112321004XL",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","BLACK / S","112321007S",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","BLACK / M","112321007M",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","BLACK / L","112321007L",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","BLACK / XL","112321007XL",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Texture Top","texture-top","BEIGE / XL","112321035XL",62.00,26,12,8,67,"https://admin.shopify.com/store/30e7d3/products?query=texture-top"
"Johnny Sneakers","johnny-sneakers","GREY / 40","C216316260440",50.00,3,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=johnny-sneakers"
"Johnny Sneakers","johnny-sneakers","GREY / 41","C216316260441",50.00,3,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=johnny-sneakers"
"Johnny Sneakers","johnny-sneakers","GREY / 43","C216316260443",50.00,3,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=johnny-sneakers"
"Johnny Sneakers","johnny-sneakers","GREY / 45","C216316260445",50.00,3,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=johnny-sneakers"
"Nia Knit Skirt","nia-knit-skirt","CREAM / S","C125215241901",52.00,13,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=nia-knit-skirt"
"Nia Knit Skirt","nia-knit-skirt","GREEN / S","C125215240301",52.00,13,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=nia-knit-skirt"
"Nia Knit Skirt","nia-knit-skirt","BLUE / S","C125215240201",52.00,13,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=nia-knit-skirt"
"Nia Knit Skirt","nia-knit-skirt","BLUE / M","C125215240202",52.00,13,6,4,67,"https://admin.shopify.com/store/30e7d3/products?query=nia-knit-skirt"
"2 Pieces Rorri Dress","2-pieces-rorri-dress","BLUE / S","212211402S",83.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=2-pieces-rorri-dress"
"2 Pieces Rorri Dress","2-pieces-rorri-dress","BLUE / M","212211402M",83.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=2-pieces-rorri-dress"
"Arya Halter Mini Dress","arya-halter-mini-dress","BLACK / S","C125311080701",81.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=arya-halter-mini-dress"
"Arya Halter Mini Dress","arya-halter-mini-dress","BLACK / M","C125311080702",81.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=arya-halter-mini-dress"
"Chloe Dress","chloe-dress","WHITE / S","212212511S",97.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=chloe-dress"
"Chloe Dress","chloe-dress","WHITE / M","212212511M",97.00,4,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=chloe-dress"
"Harlow Mini Skirt","harlow-mini-skirt","BLACK / M","C125115080702",57.00,3,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=harlow-mini-skirt"
"Harlow Mini Skirt","harlow-mini-skirt","BLACK / L","C125115080703",57.00,3,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=harlow-mini-skirt"
"Marleigh Top","marleigh-top","BLACK / M","C125414110702",43.00,2,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=marleigh-top"
"Marleigh Top","marleigh-top","BLACK / L","C125414110703",43.00,2,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=marleigh-top"
"More Love T-Shirt","more-love-t-shirt","WHITE / S","212244211S",33.00,1,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=more-love-t-shirt"
"More Love T-Shirt","more-love-t-shirt","WHITE / M","212244211M",33.00,1,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=more-love-t-shirt"
"River Top Set","river-top-set","BLACK / S","212240907S",37.00,3,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=river-top-set"
"River Top Set","river-top-set","BLACK / M","212240907M",37.00,3,3,2,67,"https://admin.shopify.com/store/30e7d3/products?query=river-top-set"
"Sean Knit Sweater","sean-knit-sweater","BEIGE / S","122240435S",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","BEIGE / M","122240435M",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","BEIGE / L","122240435L",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","BLUE / S","122240402S",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","CREAM / S","122240419S",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","CREAM / M","122240419M",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","CREAM / L","122240419L",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","GREY / S","122240404S",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","GREY / M","122240404M",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Sean Knit Sweater","sean-knit-sweater","GREY / L","122240404L",45.00,29,16,10,63,"https://admin.shopify.com/store/30e7d3/products?query=sean-knit-sweater"
"Alia Short Legging","alia-short-legging","BLACK / 36","C125213270736",40.00,29,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=alia-short-legging"
"Alia Short Legging","alia-short-legging","PINK / 36","C125213030836",40.00,29,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=alia-short-legging"
"Alia Short Legging","alia-short-legging","PINK / 38","C125213030838",40.00,29,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=alia-short-legging"
"Alia Short Legging","alia-short-legging","PINK / 40","C125213030840",40.00,29,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=alia-short-legging"
"Alia Short Legging","alia-short-legging","PINK / 42","C125213030842",40.00,29,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=alia-short-legging"
"Mac Pants","mac-pants","BLACK / S","112380307S",76.00,9,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mac-pants"
"Mac Pants","mac-pants","BLACK / M","112380307M",76.00,9,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mac-pants"
"Mac Pants","mac-pants","BLACK / L","112380307L",76.00,9,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mac-pants"
"Mac Pants","mac-pants","CREAM / L","112380319L",76.00,9,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mac-pants"
"Mac Pants","mac-pants","CREAM / S","112380319S",76.00,9,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mac-pants"
"Mason Jeans","mason-jeans","BLACK / 30","C111710760730",89.00,17,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mason-jeans"
"Mason Jeans","mason-jeans","BLACK / 33","C111710760733",89.00,17,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mason-jeans"
"Mason Jeans","mason-jeans","BLACK / 34","C111710760734",89.00,17,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mason-jeans"
"Mason Jeans","mason-jeans","BLACK / 36","C111710760736",89.00,17,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mason-jeans"
"Mason Jeans","mason-jeans","BLACK / 38","C111710760738",89.00,17,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=mason-jeans"
"Smile More Hoodie","smile-more-hoodie","BLACK / S","122223507S",79.00,11,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-more-hoodie"
"Smile More Hoodie","smile-more-hoodie","BLACK / L","122223507L",79.00,11,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-more-hoodie"
"Smile More Hoodie","smile-more-hoodie","BROWN / M","122223505M",79.00,11,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-more-hoodie"
"Smile More Hoodie","smile-more-hoodie","BROWN / XL","122223505XL",79.00,11,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-more-hoodie"
"Smile More Hoodie","smile-more-hoodie","BLACK / XL","122223507XL",79.00,11,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-more-hoodie"
"Smile Tank Top","smile-tank-top","LILAC / S","1122217B3S",44.00,8,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-tank-top"
"Smile Tank Top","smile-tank-top","LILAC / M","1122217B3M",44.00,8,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-tank-top"
"Smile Tank Top","smile-tank-top","WHITE / S","112221711S",44.00,8,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-tank-top"
"Smile Tank Top","smile-tank-top","WHITE / M","112221711M",44.00,8,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-tank-top"
"Smile Tank Top","smile-tank-top","WHITE / L","112221711L",44.00,8,8,5,63,"https://admin.shopify.com/store/30e7d3/products?query=smile-tank-top"
"Successful Tank","successful-tank","BLACK / S","C111212430701",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","BLACK / L","C111212430703",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","BLACK / XL","C111212430704",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","WHITE / S","C111212431101",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","WHITE / M","C111212431102",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","RED / S","C111212430101",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","RED / M","C111212430102",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","RED / L","C111212430103",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Successful Tank","successful-tank","RED / XL","C111212430104",34.00,20,15,9,60,"https://admin.shopify.com/store/30e7d3/products?query=successful-tank"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","MINK / S","C11121404B401",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","BLACK / S","C111214040701",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","BLACK / M","C111214040702",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","BLACK / L","C111214040703",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","BLACK / XL","C111214040704",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Reflect Your Style T-Shirt","reflect-your-style-t-shirt","BLACK / XXL","C111214040705",44.00,30,10,6,60,"https://admin.shopify.com/store/30e7d3/products?query=reflect-your-style-t-shirt"
"Jerry Puffer Coat","jerry-puffer-coat","BLACK / S","122223007S",110.00,3,5,3,60,"https://admin.shopify.com/store/30e7d3/products?query=jerry-puffer-coat"
"Jerry Puffer Coat","jerry-puffer-coat","BLACK / M","122223007M",110.00,3,5,3,60,"https://admin.shopify.com/store/30e7d3/products?query=jerry-puffer-coat"
"Jerry Puffer Coat","jerry-puffer-coat","BLACK / XL","122223007XL",110.00,3,5,3,60,"https://admin.shopify.com/store/30e7d3/products?query=jerry-puffer-coat"
"Zipper Sneakers","zipper-sneakers","BLACK / 40","C216316300740",52.00,12,12,7,58,"https://admin.shopify.com/store/30e7d3/products?query=zipper-sneakers"
"Zipper Sneakers","zipper-sneakers","BLACK / 41","C216316300741",52.00,12,12,7,58,"https://admin.shopify.com/store/30e7d3/products?query=zipper-sneakers"
"Zipper Sneakers","zipper-sneakers","BLACK / 42","C216316300742",52.00,12,12,7,58,"https://admin.shopify.com/store/30e7d3/products?query=zipper-sneakers"
"Zipper Sneakers","zipper-sneakers","BLACK / 43","C216316300743",52.00,12,12,7,58,"https://admin.shopify.com/store/30e7d3/products?query=zipper-sneakers"
"Zipper Sneakers","zipper-sneakers","WHITE / 41","C216316301141",52.00,12,12,7,58,"https://admin.shopify.com/store/30e7d3/products?query=zipper-sneakers"
